"date","storenumber","checknumber","ordermodeid","chitname","paymenttype","price","disc_price","quantity","item","disc","state"
2018-11-07,"CA121",10001,"Walk-in","L All Meat","Cash",14,12,1,"All Meat",2,"CA"
2018-11-07,"CA121",10002,"Walk-in","Club Salad","Debit",5.5,2.5,1,"Club Salad",3,"CA"
2018-11-07,"CA121",10002,"Walk-in","Club Salad","Debit",5.5,5.5,1,"Club Salad",0,"CA"
2018-11-07,"CA121",10002,"Walk-in","L Stf Chicago","Debit",16,16,1,"Stf Chicago",0,"CA"
2018-11-07,"CA121",10003,"Walk-in","$0.10 Deposit","EBT/SNAP",0.1,0.1,1,"$0.10 Deposit",0,"CA"
2018-11-07,"CA121",10003,"Walk-in","2L Soda","EBT/SNAP",2.5,2.5,1,"2Soda",0,"CA"
2018-11-07,"CA121",10003,"Walk-in","Chz5 Brd W/Mar","EBT/SNAP",5,5,1,"Chz5 Brd W/Mar",0,"CA"
2018-11-07,"CA121",10003,"Walk-in","L Cowboy","EBT/SNAP",14,14,1,"Cowboy",0,"CA"
2018-11-07,"CA121",10003,"Walk-in","L Pepperoni","EBT/SNAP",11.5,3.22,1,"Pepperoni",8.28,"CA"
2018-11-07,"CA121",10004,"Walk-in","L Chk Bac Art","Debit",14,14,1,"Chk Bac Art",0,"CA"
2018-11-07,"CA121",10005,"Walk-in","Choc Chip Dough","Cash",5,5,1,"Choc Chip Dough",0,"CA"
2018-11-07,"CA121",10006,"Walk-in","F Murph Combo","MASTERCARD",17,15.3,1,"Murph Combo",1.7,"CA"
2018-11-07,"CA121",10007,"Walk-in","Club Salad","Debit",5.5,5.5,1,"Club Salad",0,"CA"
2018-11-07,"CA121",10008,"Walk-in","$0.10 Deposit","EBT/SNAP",0.1,0.1,1,"$0.10 Deposit",0,"CA"
2018-11-07,"CA121",10008,"Walk-in","2L Soda","EBT/SNAP",2.5,2.5,1,"2Soda",0,"CA"
2018-11-07,"CA121",10008,"Walk-in","Cinnamon Wheel","EBT/SNAP",5,5,1,"Cinnamon Wheel",0,"CA"
2018-11-07,"CA121",10008,"Walk-in","F Cowboy","EBT/SNAP",17,17,1,"Cowboy",0,"CA"
2018-11-07,"CA121",10009,"Walk-in","Chz5 Brd W/Mar","Debit",5,2.5,1,"Chz5 Brd W/Mar",2.5,"CA"
2018-11-07,"CA121",10010,"Walk-in","L Stf Chicago","Cash",16,16,1,"Stf Chicago",0,"CA"
2018-11-07,"CA121",10011,"Walk-in","Cheesy Bread","EBT/SNAP",5,2.5,1,"Cheesy Bread",2.5,"CA"
2018-11-07,"CA121",10011,"Walk-in","Club Salad","EBT/SNAP",5.5,5.5,1,"Club Salad",0,"CA"
2018-11-07,"CA121",10011,"Walk-in","L Half & Half","EBT/SNAP",0,0,1,"Half & Half",0,"CA"
2018-11-07,"CA121",10011,"Walk-in","L Hawaiian","EBT/SNAP",13,13,0.5,"Hawaiian",0,"CA"
2018-11-07,"CA121",10012,"Walk-in","L Half & Half","Debit",0,0,1,"Half & Half",0,"CA"
2018-11-07,"CA121",10012,"Walk-in","L Murph Combo","Debit",14,14,0.5,"Murph Combo",0,"CA"
2018-11-07,"CA121",10013,"Walk-in","Cheesy Bread","Debit",5,3,1,"Cheesy Bread",2,"CA"
2018-11-07,"CA121",10013,"Walk-in","L Chk Bc Rch","Debit",14,14,1,"Chk Bc Rch",0,"CA"
2018-11-07,"CA121",10013,"Walk-in","Marinara Sc Cup","Debit",0.5,0.5,1,"Marinara Sc Cup",0,"CA"
2018-11-07,"CA121",10013,"Walk-in","S'more Dsrt Piz","Debit",5,5,1,"S'more Dsrt Piz",0,"CA"
2018-11-07,"CA121",10014,"Walk-in","$0.05 Deposit","Debit",0.05,0.05,1,"$0.05 Deposit",0,"CA"
2018-11-07,"CA121",10014,"Walk-in","20Oz Soda","Debit",1.5,1.5,1,"20Oz Soda",0,"CA"
2018-11-07,"CA121",10014,"Walk-in","MGF Murph Combo","Debit",16,14,1,"MGMurph Combo",2,"CA"
2018-11-07,"CA121",10015,"Walk-in","F Chkn Garlic","Debit",17,17,1,"Chkn Garlic",0,"CA"
2018-11-07,"CA121",10015,"Walk-in","FM Thick Crust","Debit",1.5,1.5,1,"FM Thick Crust",0,"CA"
2018-11-07,"CA121",10016,"Walk-in","$0.10 Deposit","Cash",0.1,0.1,1,"$0.10 Deposit",0,"CA"
2018-11-07,"CA121",10016,"Walk-in","2L Soda","Cash",2.5,2.5,1,"2Soda",0,"CA"
2018-11-07,"CA121",10017,"Walk-in","FTN Cowboy","EBT/SNAP",16,13,1,"FTN Cowboy",3,"CA"
2018-11-07,"CA121",10017,"Walk-in","Garden Salad","EBT/SNAP",5.5,5.5,1,"Garden Salad",0,"CA"
2018-11-07,"CA121",10018,"Walk-in","Cheesy Bread","VISA",5,5,1,"Cheesy Bread",0,"CA"
2018-11-07,"CA121",10018,"Walk-in","F Perfect","VISA",16,13,1,"Perfect",3,"CA"
2018-11-07,"CA121",10019,"Walk-in","L Cowboy","Cash",14,12,1,"Cowboy",2,"CA"
2018-11-07,"CA121",10020,"Call-in","FTN Tuscan Chkn","EBT/SNAP",16,16,1,"FTN Tuscan Chkn",0,"CA"
2018-11-07,"CA121",10020,"Call-in","LTN Hrb Chk Med","EBT/SNAP",13,10,1,"LTN Hrb Chk Med",3,"CA"
2018-11-07,"CA121",10022,"Walk-in","FNY New Yrk","EBT/SNAP",9,9,1,"FNY New Yrk",0,"CA"
2018-11-07,"CA121",10022,"Walk-in","L Cowboy","EBT/SNAP",14,14,1,"Cowboy",0,"CA"
2018-11-07,"CA121",10023,"Walk-in","L Chkn Garlic","Cash",14,14,1,"Chkn Garlic",0,"CA"
2018-11-07,"CA121",10024,"Walk-in","$0.10 Deposit","Debit",0.1,0.1,1,"$0.10 Deposit",0,"CA"
2018-11-07,"CA121",10024,"Walk-in","2L Soda","Debit",2.5,2.5,1,"2Soda",0,"CA"
2018-11-07,"CA121",10024,"Walk-in","Garden Salad","Debit",5.5,5.5,1,"Garden Salad",0,"CA"
2018-11-07,"CA121",10024,"Walk-in","L Cowboy","Debit",14,5.22,1,"Cowboy",8.78,"CA"
2018-11-07,"CA121",10024,"Walk-in","L Pepperoni","Debit",11.5,11.5,1,"Pepperoni",0,"CA"
2018-11-07,"CA121",10025,"Walk-in","$0.05 Deposit","EBT/SNAP",0.05,0.05,1,"$0.05 Deposit",0,"CA"
2018-11-07,"CA121",10025,"Walk-in","20Oz Soda","EBT/SNAP",1.5,1.5,1,"20Oz Soda",0,"CA"
2018-11-07,"CA121",10025,"Walk-in","Choc Chip Dough","EBT/SNAP",5,5,1,"Choc Chip Dough",0,"CA"
2018-11-07,"CA121",10026,"Walk-in","F CYO","Cash",13,13,1,"CYO",0,"CA"
2018-11-07,"CA121",10026,"Walk-in","M Pepperoni","Cash",10.5,10.5,1,"M Pepperoni",0,"CA"
2018-11-07,"CA121",10029,"Call-in","FTN Hrb Chk Med","Debit",16,12,1,"FTN Hrb Chk Med",4,"CA"
2018-11-07,"CA121",10029,"Call-in","Ranch Dr Pkt","Debit",0.5,0.5,1,"Ranch Dr Pkt",0,"CA"
2018-11-07,"CA121",10033,"Walk-in","LPAN Cowboy","Cash",15,15,1,"LPAN Cowboy",0,"CA"
2018-11-07,"CA121",10034,"Walk-in","Chk Caesar Sal","Debit",5.5,5.5,1,"Chk Caesar Sal",0,"CA"
2018-11-07,"CA121",10034,"Walk-in","L BBQ Chicken","Debit",14,14,1,"BBQ Chicken",0,"CA"
2018-11-07,"CA121",10035,"Walk-in","$0.05 Deposit","VISA",0.05,0.02,1,"$0.05 Deposit",0.03,"CA"
2018-11-07,"CA121",10035,"Walk-in","20Oz Soda","VISA",1.5,0.75,1,"20Oz Soda",0.75,"CA"
2018-11-07,"CA121",10036,"Walk-in","L All Meat","Cash",14,14,1,"All Meat",0,"CA"
2018-11-07,"CA121",10037,"Walk-in","Chk Bcn Art Sal","EBT/SNAP",5.5,5.5,1,"Chk Bcn Art Sal",0,"CA"
2018-11-07,"CA121",10037,"Walk-in","F Chkn Garlic","EBT/SNAP",17,13,1,"Chkn Garlic",4,"CA"
2018-11-07,"CA121",10037,"Walk-in","L All Meat","EBT/SNAP",14,11,1,"All Meat",3,"CA"
2018-11-07,"CA121",10037,"Walk-in","L Half & Half","EBT/SNAP",0,0,1,"Half & Half",0,"CA"
2018-11-07,"CA121",10037,"Walk-in","L Pepperoni","EBT/SNAP",11.5,7.5,0.5,"Pepperoni",4,"CA"
2018-11-07,"CA121",10037,"Walk-in","L Stf Chk&Bac","EBT/SNAP",16,13,1,"Stf Chk&Bac",3,"CA"
2018-11-07,"CA121",10038,"Walk-in","L Hrb Chk Medt","Cash",14,11,1,"Hrb Chk Medt",3,"CA"
2018-11-07,"CA121",10038,"Walk-in","Medt Salad","Cash",5.5,5.5,1,"Medt Salad",0,"CA"
2018-11-07,"CA121",10039,"Walk-in","LTN Gourmet Veg","Cash",13,13,1,"LTN Gourmet Veg",0,"CA"
2018-11-07,"CA121",10040,"Walk-in","LTN Chk Bcn Art","Cash",13,13,1,"LTN Chk Bcn Art",0,"CA"
2018-11-07,"CA121",10041,"Call-in","F Half & Half","VISA",0,0,1,"Half & Half",0,"CA"
2018-11-07,"CA121",10041,"Call-in","F Hawaiian","VISA",16,14,0.5,"Hawaiian",2,"CA"
2018-11-07,"CA121",10043,"Walk-in","Cheesy Bread","VISA",5,3,1,"Cheesy Bread",2,"CA"
2018-11-07,"CA121",10043,"Walk-in","Cheesy Bread","VISA",5,5,1,"Cheesy Bread",0,"CA"
2018-11-07,"CA121",10043,"Walk-in","F Stf Chicago","VISA",19,19,1,"Stf Chicago",0,"CA"
2018-11-07,"CA121",10044,"Call-in","$0.10 Deposit","Debit",0.1,0.1,1,"$0.10 Deposit",0,"CA"
2018-11-07,"CA121",10044,"Call-in","2L Soda","Debit",2.5,2.5,1,"2Soda",0,"CA"
2018-11-07,"CA121",10044,"Call-in","L CYO","Debit",0,0,0.5,"CYO",0,"CA"
2018-11-07,"CA121",10044,"Call-in","L CYO","Debit",10,10,0.5,"CYO",0,"CA"
2018-11-07,"CA121",10044,"Call-in","L Half & Half","Debit",0,0,1,"Half & Half",0,"CA"
2018-11-07,"CA121",10046,"Walk-in","F Stf Chk&Bac","EBT/SNAP",19,16,1,"Stf Chk&Bac",3,"CA"
2018-11-07,"CA121",10046,"Walk-in","FNY New Yrk","EBT/SNAP",9,9,1,"FNY New Yrk",0,"CA"
2018-11-07,"CA121",10047,"Walk-in","F Half & Half","Cash",0,0,1,"Half & Half",0,"CA"
2018-11-07,"CA121",10047,"Walk-in","F Pepperoni","Cash",14.5,10.88,0.5,"Pepperoni",3.62,"CA"
2018-11-07,"CA121",10047,"Walk-in","FTN Chk Bcn Art","Cash",16,13,1,"FTN Chk Bcn Art",3,"CA"
2018-11-07,"CA121",10048,"Call-in","L Cowboy","Cash",14,10,1,"Cowboy",4,"CA"
2018-11-07,"CA121",10048,"Call-in","L CYO","Cash",10,4,1,"CYO",6,"CA"
2018-11-07,"CA121",10048,"Call-in","L Pepperoni","Cash",11.5,5.5,1,"Pepperoni",6,"CA"
2018-11-07,"CA121",10050,"Walk-in","$0.10 Deposit","Cash",0.1,0.1,1,"$0.10 Deposit",0,"CA"
2018-11-07,"CA121",10050,"Walk-in","2L Soda","Cash",2.5,2.5,1,"2Soda",0,"CA"
2018-11-07,"CA121",10050,"Walk-in","F Stf Chicago","Cash",19,19,1,"Stf Chicago",0,"CA"
2018-11-07,"CA121",10052,"Walk-in","L Pepperoni","Debit",11.5,11.5,1,"Pepperoni",0,"CA"
2018-11-07,"CA121",10052,"Walk-in","LTN Chk Bcn Art","Debit",13,13,1,"LTN Chk Bcn Art",0,"CA"
2018-11-07,"CA121",10052,"Walk-in","S'more Dsrt Piz","Debit",5,5,1,"S'more Dsrt Piz",0,"CA"
2018-11-07,"CA121",10053,"Call-in","L Murph Combo","Cash",14,12,1,"Murph Combo",2,"CA"
2018-11-07,"CA121",10055,"Walk-in","L BBQ Chicken","Cash",14,14,1,"BBQ Chicken",0,"CA"
2018-11-07,"CA121",10055,"Walk-in","L Pepperoni","Cash",11.5,11.5,1,"Pepperoni",0,"CA"
2018-11-07,"CA121",10055,"Walk-in","LTN Chk Bcn Art","Cash",13,13,1,"LTN Chk Bcn Art",0,"CA"
2018-11-07,"CA121",10056,"Walk-in","Club Salad","Cash",5.5,5.5,1,"Club Salad",0,"CA"
2018-11-07,"CA121",10056,"Walk-in","L Murph Combo","Cash",14,12,1,"Murph Combo",2,"CA"
2018-11-07,"CA121",10057,"Walk-in","$0.05 Deposit","EBT/SNAP",0.05,0.05,1,"$0.05 Deposit",0,"CA"
2018-11-07,"CA121",10057,"Walk-in","20Oz Soda","EBT/SNAP",1.5,1.5,1,"20Oz Soda",0,"CA"
2018-11-07,"CA121",10057,"Walk-in","Cheesy Bread","EBT/SNAP",5,5,1,"Cheesy Bread",0,"CA"
2018-11-07,"CA121",10057,"Walk-in","F Pepperoni","EBT/SNAP",14.5,14.5,1,"Pepperoni",0,"CA"
2018-11-07,"CA121",10057,"Walk-in","L Cowboy","EBT/SNAP",14,14,1,"Cowboy",0,"CA"
2018-11-07,"CA121",10058,"Walk-in","L Hawaiian","Debit",13,7,1,"Hawaiian",6,"CA"
2018-11-07,"CA121",10058,"Walk-in","L Pepperoni","Debit",11.5,5.5,1,"Pepperoni",6,"CA"
2018-11-07,"CA121",10059,"Walk-in","L CYO","Cash",10,8.7,1,"CYO",1.3,"CA"
2018-11-07,"CA121",10059,"Walk-in","L Murph Combo","Cash",14,12,1,"Murph Combo",2,"CA"
2018-11-07,"CA121",10059,"Walk-in","Pizza Cutter","Cash",2,2,1,"Pizza Cutter",0,"CA"
2018-11-07,"CA121",10061,"Walk-in","F Chk Bac Art","Debit",17,17,1,"Chk Bac Art",0,"CA"
2018-11-07,"CA121",10062,"Walk-in","F Chkn Garlic","Cash",17,17,1,"Chkn Garlic",0,"CA"
2018-11-07,"CA121",10064,"Walk-in","F CYO","Debit",13,13,0.5,"CYO",0,"CA"
2018-11-07,"CA121",10064,"Walk-in","F Half & Half","Debit",0,0,1,"Half & Half",0,"CA"
2018-11-07,"CA121",10065,"Walk-in","$0.10 Deposit","EBT/SNAP",0.1,0.1,1,"$0.10 Deposit",0,"CA"
2018-11-07,"CA121",10065,"Walk-in","2L Soda","EBT/SNAP",2.5,2.5,1,"2Soda",0,"CA"
2018-11-07,"CA121",10065,"Walk-in","Cheesy Bread","EBT/SNAP",5,5,1,"Cheesy Bread",0,"CA"
2018-11-07,"CA121",10065,"Walk-in","LTN Cowboy","EBT/SNAP",13,9,1,"LTN Cowboy",4,"CA"
2018-11-07,"CA121",10066,"Walk-in","M Thai Chick","Debit",13,13,1,"M Thai Chick",0,"CA"
2018-11-07,"CA121",10068,"Walk-in","F CYO","Debit",13,13,1,"CYO",0,"CA"
2018-11-07,"CA121",10068,"Walk-in","FM Thick Crust","Debit",1.5,1.5,1,"FM Thick Crust",0,"CA"
2018-11-07,"CA121",10069,"Walk-in","Garden Salad","Cash",5.5,5.5,1,"Garden Salad",0,"CA"
2018-11-07,"CA121",10071,"Walk-in","L Chkn Garlic","Cash",14,14,1,"Chkn Garlic",0,"CA"
2018-11-07,"CA121",10071,"Walk-in","L Stf CYO","Cash",11.5,11.5,1,"Stf CYO",0,"CA"
2018-11-07,"CA121",10072,"Walk-in","F Stf Big Murp","Cash",19,19,1,"Stf Big Murp",0,"CA"
2018-11-07,"CA121",10073,"Walk-in","$0.10 Deposit","EBT/SNAP",0.1,0.08,1,"$0.10 Deposit",0.02,"CA"
2018-11-07,"CA121",10073,"Walk-in","2L Soda","EBT/SNAP",2.5,2.02,1,"2Soda",0.48,"CA"
2018-11-07,"CA121",10073,"Walk-in","Cheesy Bread","EBT/SNAP",5,4.04,1,"Cheesy Bread",0.96,"CA"
2018-11-07,"CA121",10073,"Walk-in","F Pepperoni","EBT/SNAP",14.5,11.71,1,"Pepperoni",2.79,"CA"
2018-11-07,"CA121",10074,"Walk-in","F Stf Big Murp","Debit",19,13,1,"Stf Big Murp",6,"CA"
2018-11-07,"CA121",10074,"Walk-in","FTN Chk Bcn Art","Debit",16,16,1,"FTN Chk Bcn Art",0,"CA"
2018-11-07,"CA121",10078,"Walk-in","L Hrb Chk Medt","Cash",14,11,1,"Hrb Chk Medt",3,"CA"
2018-11-07,"CA121",10078,"Walk-in","LG Thick Crust","Cash",1.5,1.5,1,"LG Thick Crust",0,"CA"
2018-11-07,"CA121",10079,"Walk-in","Chz5 Brd W/Mar","Debit",5,5,1,"Chz5 Brd W/Mar",0,"CA"
2018-11-07,"CA121",10080,"Walk-in","F Stf Chk&Bac","EBT/SNAP",19,19,1,"Stf Chk&Bac",0,"CA"
2018-11-07,"CA121",10080,"Walk-in","L Hawaiian","EBT/SNAP",13,13,1,"Hawaiian",0,"CA"
2018-11-07,"CA121",10080,"Walk-in","M Pepperoni","EBT/SNAP",10.5,10.5,1,"M Pepperoni",0,"CA"
2018-11-07,"CA121",10081,"Walk-in","Chk Bcn Art Sal","VISA",5.5,4.19,1,"Chk Bcn Art Sal",1.31,"CA"
2018-11-07,"CA121",10081,"Walk-in","Choc Chip Dough","VISA",5,3.81,1,"Choc Chip Dough",1.19,"CA"
2018-11-07,"CA121",10081,"Walk-in","F Pepperoni","VISA",14.5,14.5,1,"Pepperoni",0,"CA"
2018-11-07,"CA121",10081,"Walk-in","LTN Chk Bcn Art","VISA",13,13,1,"LTN Chk Bcn Art",0,"CA"
2018-11-07,"CA121",10082,"Walk-in","$0.10 Deposit","Cash",0.1,0.1,1,"$0.10 Deposit",0,"CA"
2018-11-07,"CA121",10082,"Walk-in","2L Soda","Cash",2.5,2.5,1,"2Soda",0,"CA"
2018-11-07,"CA121",10082,"Walk-in","FTN Gourmet Veg","Cash",16,16,1,"FTN Gourmet Veg",0,"CA"
2018-11-07,"CA121",10082,"Walk-in","LTN Cheese","Cash",9,9,1,"LTN Cheese",0,"CA"
2018-11-07,"CA121",10082,"Walk-in","Medt Salad","Cash",5.5,5.5,1,"Medt Salad",0,"CA"
2018-11-07,"CA121",10083,"Walk-in","F Stf 5 Meat","EBT/SNAP",19,19,1,"Stf 5 Meat",0,"CA"
2018-11-07,"CA121",10084,"Walk-in","L Stf Chk&Bac","EBT/SNAP",16,16,1,"Stf Chk&Bac",0,"CA"
2018-11-07,"CA121",10085,"Walk-in","Garden Salad","Cash",5.5,3.5,1,"Garden Salad",2,"CA"
2018-11-07,"CA121",10086,"Walk-in","L All Meat","EBT/SNAP",14,14,1,"All Meat",0,"CA"
2018-11-07,"CA121",10086,"Walk-in","LTN Hrb Chk Med","EBT/SNAP",13,10,1,"LTN Hrb Chk Med",3,"CA"
2018-11-07,"CA121",10087,"Walk-in","$0.10 Deposit","Cash",0.1,0.1,1,"$0.10 Deposit",0,"CA"
2018-11-07,"CA121",10087,"Walk-in","2L Soda","Cash",2.5,2.5,1,"2Soda",0,"CA"
2018-11-07,"CA121",10087,"Walk-in","L Murph Combo","Cash",14,14,1,"Murph Combo",0,"CA"
2018-11-07,"CA121",10088,"Walk-in","L Hawaiian","Cash",13,11,1,"Hawaiian",2,"CA"
2018-11-07,"CA121",20001,"Walk-in","L Tuscan Chkn","Debit",14,14,1,"Tuscan Chkn",0,"CA"
2018-11-07,"CA121",20002,"Walk-in","L Hawaiian","Debit",13,7,1,"Hawaiian",6,"CA"
2018-11-07,"CA121",20002,"Walk-in","L Pepperoni","Debit",11.5,6,1,"Pepperoni",5.5,"CA"
2018-11-07,"CA121",20002,"Walk-in","L Pepperoni","Debit",11.5,6.19,1,"Pepperoni",5.31,"CA"
2018-11-07,"CA121",20003,"Walk-in","F Chkn Garlic","EBT/SNAP",17,17,1,"Chkn Garlic",0,"CA"
2018-11-07,"CA121",20003,"Walk-in","F Cowboy","EBT/SNAP",17,13,1,"Cowboy",4,"CA"
2018-11-07,"CA121",20003,"Walk-in","L Chkn Garlic","EBT/SNAP",14,14,1,"Chkn Garlic",0,"CA"
2018-11-07,"CA121",20003,"Walk-in","M Pepperoni","EBT/SNAP",10.5,6.5,1,"M Pepperoni",4,"CA"
2018-11-07,"CA121",20004,"Call-in","F Murph Combo","Debit",17,17,1,"Murph Combo",0,"CA"
2018-11-07,"CA121",20006,"Call-in","FTN Gourmet Veg","Debit",16,16,0.5,"FTN Gourmet Veg",0,"CA"
2018-11-07,"CA121",20006,"Call-in","FTN Half&Half","Debit",0,0,1,"FTN Half&Half",0,"CA"
2018-11-07,"CA121",20009,"Walk-in","L Chk Bac Art","Cash",14,14,1,"Chk Bac Art",0,"CA"
2018-11-07,"CA121",20009,"Walk-in","L Pepperoni","Cash",11.5,11.5,1,"Pepperoni",0,"CA"
2018-11-07,"CA121",20010,"Call-in","F All Meat","EBT/SNAP",17,17,1,"All Meat",0,"CA"
2018-11-07,"CA121",20010,"Call-in","F Chkn Garlic","EBT/SNAP",17,17,1,"Chkn Garlic",0,"CA"
2018-11-07,"CA121",20010,"Call-in","F Pepperoni","EBT/SNAP",14.5,14.5,1,"Pepperoni",0,"CA"
2018-11-07,"CA121",20012,"Call-in","L Cheese","Cash",10,10,1,"Cheese",0,"CA"
2018-11-07,"CA121",20014,"Walk-in","Cheesy Bread","Cash",5,5,1,"Cheesy Bread",0,"CA"
2018-11-07,"CA121",20014,"Walk-in","Chk Bcn Art Sal","Cash",5.5,3,1,"Chk Bcn Art Sal",2.5,"CA"
2018-11-07,"CA121",20014,"Walk-in","LPAN Grmt Veg","Cash",15,15,1,"LPAN Grmt Veg",0,"CA"
2018-11-07,"CA121",20015,"Walk-in","FTN All Meat","Cash",16,16,1,"FTN All Meat",0,"CA"
2018-11-07,"CA121",20015,"Walk-in","LTN Hrb Chk Med","Cash",13,10,1,"LTN Hrb Chk Med",3,"CA"
2018-11-07,"CA121",20016,"Walk-in","$0.10 Deposit","Debit",0.1,0.1,1,"$0.10 Deposit",0,"CA"
2018-11-07,"CA121",20016,"Walk-in","2L Soda","Debit",2.5,2.5,1,"2Soda",0,"CA"
2018-11-07,"CA121",20016,"Walk-in","L Stf Chicago","Debit",16,16,1,"Stf Chicago",0,"CA"
2018-11-07,"CA121",20017,"Call-in","L Chk Bac Art","Debit",14,14,1,"Chk Bac Art",0,"CA"
2018-11-07,"CA121",20017,"Call-in","L Pepperoni","Debit",11.5,11.5,1,"Pepperoni",0,"CA"
2018-11-07,"CA121",20019,"Walk-in","$0.10 Deposit","Cash",0.1,0.1,1,"$0.10 Deposit",0,"CA"
2018-11-07,"CA121",20019,"Walk-in","2L Soda","Cash",2.5,2.5,1,"2Soda",0,"CA"
2018-11-07,"CA121",20019,"Walk-in","Chz5 Brd W/Mar","Cash",5,5,1,"Chz5 Brd W/Mar",0,"CA"
2018-11-07,"CA121",20019,"Walk-in","Garden Salad","Cash",5.5,3,1,"Garden Salad",2.5,"CA"
2018-11-07,"CA121",20019,"Walk-in","L CYO","Cash",10,0.76,1,"CYO",9.24,"CA"
2018-11-07,"CA121",20019,"Walk-in","L Pepperoni","Cash",11.5,11.5,1,"Pepperoni",0,"CA"
2018-11-07,"CA121",20020,"Walk-in","Chz5 Brd W/Mar","EBT/SNAP",5,5,1,"Chz5 Brd W/Mar",0,"CA"
2018-11-07,"CA121",20020,"Walk-in","F CYO","EBT/SNAP",13,13,1,"CYO",0,"CA"
2018-11-07,"CA121",20020,"Walk-in","FNY New Yrk","EBT/SNAP",9,9,1,"FNY New Yrk",0,"CA"
2018-11-07,"CA121",20021,"Walk-in","L Chk Bac Art","Cash",14,14,1,"Chk Bac Art",0,"CA"
2018-11-07,"CA121",20022,"Walk-in","F Cowboy","VISA",17,17,1,"Cowboy",0,"CA"
2018-11-07,"CA121",20022,"Walk-in","FTN Gourmet Veg","VISA",16,12,1,"FTN Gourmet Veg",4,"CA"
2018-11-07,"CA121",20023,"Walk-in","Chz5 Brd W/Mar","EBT/SNAP",5,5,1,"Chz5 Brd W/Mar",0,"CA"
2018-11-07,"CA121",20023,"Walk-in","F Half & Half","EBT/SNAP",0,0,1,"Half & Half",0,"CA"
2018-11-07,"CA121",20023,"Walk-in","F Murph Combo","EBT/SNAP",17,17,0.5,"Murph Combo",0,"CA"
2018-11-07,"CA121",20023,"Walk-in","Garden Salad","EBT/SNAP",5.5,3,1,"Garden Salad",2.5,"CA"
2018-11-07,"CA121",20023,"Walk-in","MM Chz Free","EBT/SNAP",4,4,1,"MM Chz Free",0,"CA"
2018-11-07,"CA121",20025,"Walk-in","$0.05 Deposit","Debit",0.05,0.05,1,"$0.05 Deposit",0,"CA"
2018-11-07,"CA121",20025,"Walk-in","20Oz Soda","Debit",1.5,1.5,1,"20Oz Soda",0,"CA"
2018-11-07,"CA121",20025,"Walk-in","L Murph Combo","Debit",14,12,1,"Murph Combo",2,"CA"
2018-11-07,"CA121",20026,"Walk-in","L Cowboy","Cash",14,10,1,"Cowboy",4,"CA"
2018-11-07,"CA121",20027,"Walk-in","Club Salad","EBT/SNAP",5.5,5.5,1,"Club Salad",0,"CA"
2018-11-07,"CA121",20028,"Walk-in","F Chkn Garlic","Debit",17,17,1,"Chkn Garlic",0,"CA"
2018-11-07,"CA121",20029,"Call-in","FNY New Yrk","EBT/SNAP",9,9,1,"FNY New Yrk",0,"CA"
2018-11-07,"CA121",20029,"Call-in","L Half & Half","EBT/SNAP",0,0,1,"Half & Half",0,"CA"
2018-11-07,"CA121",20029,"Call-in","L Pepperoni","EBT/SNAP",11.5,11.5,0.5,"Pepperoni",0,"CA"
2018-11-07,"CA121",20029,"Call-in","LTN Hrb Chk Med","EBT/SNAP",13,13,1,"LTN Hrb Chk Med",0,"CA"
2018-11-07,"CA121",20031,"Walk-in","Choc Chip Dough","EBT/SNAP",5,5,1,"Choc Chip Dough",0,"CA"
2018-11-07,"CA121",20031,"Walk-in","L Pepperoni","EBT/SNAP",11.5,11.5,1,"Pepperoni",0,"CA"
2018-11-07,"CA121",20032,"Walk-in","Chz5 Brd W/Mar","EBT/SNAP",5,5,1,"Chz5 Brd W/Mar",0,"CA"
2018-11-07,"CA121",20032,"Walk-in","F All Meat","EBT/SNAP",17,17,0.5,"All Meat",0,"CA"
2018-11-07,"CA121",20032,"Walk-in","F Half & Half","EBT/SNAP",0,0,1,"Half & Half",0,"CA"
2018-11-07,"CA121",20032,"Walk-in","F Hawaiian","EBT/SNAP",16,16,1,"Hawaiian",0,"CA"
2018-11-07,"CA121",20034,"Walk-in","F Stf CYO","EBT/SNAP",14.5,14.5,1,"Stf CYO",0,"CA"
2018-11-07,"CA121",20035,"Walk-in","L Cheese","Cash",10,10,1,"Cheese",0,"CA"
2018-11-07,"CA121",20035,"Walk-in","L Chkn Garlic","Cash",14,14,1,"Chkn Garlic",0,"CA"
2018-11-07,"CA121",20037,"Walk-in","F Chkn Garlic","Cash",17,17,0.5,"Chkn Garlic",0,"CA"
2018-11-07,"CA121",20037,"Walk-in","F Half & Half","Cash",0,0,1,"Half & Half",0,"CA"
2018-11-07,"CA121",20038,"Call-in","F Stf Chicago","EBT/SNAP",19,19,1,"Stf Chicago",0,"CA"
2018-11-07,"CA121",20038,"Call-in","Ranch Dr Pkt","EBT/SNAP",0.5,0.5,1,"Ranch Dr Pkt",0,"CA"
2018-11-07,"CA121",20040,"Walk-in","FNY New Yrk","EBT/SNAP",9,9,1,"FNY New Yrk",0,"CA"
2018-11-07,"CA121",20040,"Walk-in","LTN Hrb Chk Med","EBT/SNAP",13,10,1,"LTN Hrb Chk Med",3,"CA"
2018-11-07,"CA121",20041,"Walk-in","L Murph Combo","Debit",14,12,1,"Murph Combo",2,"CA"
2018-11-07,"CA121",20042,"Walk-in","L All Meat","Debit",14,14,1,"All Meat",0,"CA"
